car_age,km_driven,engine_cc,power_bhp,torque_nm,mileage_value,torque_rpm,seats,bhp_per_litre,nm_per_litre,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,fuel_Diesel,fuel_Petrol,fuel_infrequent_sklearn,transmission_Automatic,transmission_Manual,owner_simple_First,owner_simple_Second,owner_simple_Third+,owner_simple_infrequent_sklearn,mileage_unit_km/kg,mileage_unit_kmpl,mileage_unit_unknown,make_Chevrolet,make_Ford,make_Honda,make_Hyundai,make_Mahindra,make_Maruti,make_Nissan,make_Renault,make_Skoda,make_Tata,make_Toyota,make_Volkswagen,make_infrequent_sklearn
-0.14006349500591456,1.5989561982449423,-0.3799262288995836,-0.4555152410898741,0.2248876316538145,1.0193734023449907,-0.876243959029842,-0.4362112529827163,-0.2682352751555039,1.0260028474963752,1.1948649516349017,-0.2835790982124613,-0.3706506717484945,0.4470048128044763,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.14006349500591456,1.0390488942569438,0.13363656745661284,0.5148358544458306,0.9581816749868595,0.4381867698147503,-0.876243959029842,-0.4362112529827163,0.5443534721799475,1.4487390177953985,0.9496095245471557,0.30618325239373206,0.6749471389209952,1.0304073102173266,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.806647457425786,1.4781918777769425,0.13158231627118808,-0.3240313528059033,-0.5750817225398203,-0.44645129031977615,-0.447710313071216,-0.4362112529827163,-0.8638207494591258,-0.9670127893103873,1.1458179172660619,0.30402618073544196,-0.20695506259654495,-0.44912230953533205,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8332919812099358,1.1927489384889434,-0.0758970534567153,0.07042031204600925,0.5874888256519204,0.9165085116316741,-0.6084104303057007,-0.4362112529827163,0.16040111458120415,1.1735691132669641,1.021773319460461,0.0783943332947805,0.2385526964347312,0.7553647683812227,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5633085883718234,1.0390488942569438,-0.2772136696283443,0.011252562318222458,-0.7189048831408602,-0.8579108531730436,-0.447710313071216,-0.4362112529827163,0.4487057537750688,-0.8605385592583723,0.9496095245471557,-0.1567036369192782,0.17561190070566596,-0.6593170251297733,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8700801021678023,-0.6077372939430515,-0.4846930393562477,-0.19714940061187144,-0.7070068817485967,0.1810245430314578,1.2664242707632878,-0.4362112529827163,0.4848966477062227,-0.6254543867822683,-0.2988163183721318,-0.41833580883359023,-0.056665027893623716,-0.6411215512313596,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5633085883718234,2.2466920989369403,-0.7640712005740186,-0.9978862802612539,-1.1623596283274005,-0.5493161810330928,-0.447710313071216,-0.4362112529827163,-0.6907153447364108,-1.287462361374747,1.4298432321389503,-0.8078352382102422,-1.1534112167028412,-1.4795219037460046,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0233418026955987,-1.486023260983049,-1.3084477647115869,-1.6717412077166045,-1.3761376962900003,-0.8579108531730436,-0.3405769015815595,-1.494607752965335,-1.329460715261155,-1.228969404167388,-3.09531617661855,-1.7357021719704957,-2.512635346477738,-2.025869486827334,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5899531121559731,0.3803344189769457,-0.14163309139030844,-0.682324948379724,-0.019543716123867138,1.0682342254338166,-0.7691105475401855,-0.4362112529827163,-1.1049037682584868,0.22905249720555407,0.5834383989336945,0.003491708536346571,-0.6747016726342475,0.21078623608569902,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.103275374048048,2.1149492038809408,-0.06973429990044094,-0.6494539763087314,-0.14175939001270796,0.14502183128179671,-0.876243959029842,-0.4362112529827163,-1.147636314830734,-0.067270061278805,1.385437420365636,0.0853282760896076,-0.6287761988821633,0.08209663310578494,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.14006349500591456,-0.10272286289505293,0.05762927359589578,0.6768897467558249,0.9337385402090913,-0.10956877323366244,-0.6084104303057007,-0.4362112529827163,0.9688040240728784,1.531220833218821,0.22666204520133557,0.2253970446626052,0.8201485935989409,1.0133224093298412,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0499863264797487,0.5999059107369451,-0.903760281182904,-0.9157088500837721,-1.1439279159012028,-0.5493161810330928,1.8020913282115703,-0.4362112529827163,-0.17479836325609505,-1.101121928275722,0.7175445806150208,-1.0217277266201223,-1.021574754605233,-1.4383585642920402,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0766308502638984,1.4781918777769425,-0.3799262288995836,-0.45880233829697326,0.2248876316538145,-0.034991727466507846,-0.876243959029842,-0.4362112529827163,-0.2748721030178868,1.0260028474963752,1.1458179172660619,-0.2835790982124613,-0.37485405023680973,0.4470048128044763,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5633085883718234,0.16076292721694632,-0.3799262288995836,-0.19714940061187144,-0.14175939001270796,-0.034991727466507846,-0.447710313071216,-0.4362112529827163,0.16040111458120415,-0.5770883138705502,0.4335206294804268,-0.2835790982124613,-0.056665027893623716,0.08209663310578494,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0766308502638984,0.3803344189769457,-0.7640712005740186,-0.6856120455868231,-1.0705985115678982,-0.1378566181798254,0.7307572133150054,-0.4362112529827163,0.05090794589895138,-1.0832045080504014,0.5834383989336945,-0.8078352382102422,-0.6793312571699931,-1.2820252852819614,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6267412331138397,-0.7175230398230512,-0.4826387881708229,-0.19254746452193244,-0.6917299225124917,-0.3307282882672947,0.7843239190598337,-0.4362112529827163,0.4898478005443955,-0.5976267366101277,-0.448732320047857,-0.415638794275796,-0.05134655997973681,-0.6179837168740446,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6267412331138397,-0.05880856454305306,-0.3799262288995836,0.02111385393952018,0.34710330554265534,1.3073950963422787,-1.1440774877539832,1.6805817469825208,0.694104764890019,1.25728801298503,0.2635581491266748,-0.2835790982124613,0.1861897451465431,0.5559877038261041,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34661424310201056,-0.43208010053505197,-0.0758970534567153,0.07042031204600925,0.5874888256519204,0.9165085116316741,-0.6084104303057007,-0.4362112529827163,0.16040111458120415,1.1735691132669641,-0.09054570880251538,0.0783943332947805,0.2385526964347312,0.7553647683812227,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.780002933641636,0.16076292721694632,-1.3084477647115869,-1.3660411674563724,-1.339472994123348,0.06787316324680878,0.19509015586672296,-0.4362112529827163,-0.36175118131692013,-1.1201840197968447,0.4335206294804268,-1.7357021719704957,-1.822929807137581,-1.9216731526565882,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
